16490,24165ccb96b97ab4a41dea657d7fc222e3b464f49a0fc5fca93977f90f805ff6
16904,4e8cba6048e0b31d663020852d071b67e35e3cff8e9145787eef600240a4e458
22600,556048b10f45120a07b3a0e5f3be98b6128c80fe46097a61c999139e66d88fba
20352,9a9b651f8b052fdd240afbd3851affe2c38135e305ce190aed5637724dddb81d
18636,a7d55f08b6c0f406992656881f02ad1f8cdd1f0cdeb40723a256c0491c897846
38205,74f73e64c7ba05c6ba552713a9f308b2ea7827f425d4a314486ca4ee67fc380d
31134,efebaf6638ecc3507fdc8eddfdfda5d602c677a4cf9ea741a73b2200d7778662
28953,8a3b425e904347ea3a50b3d09bedb3d0f45bcdd2a104474021cf5766a657c6ec
11570,361ebc3a04b32522dd67614d24d4b65876d17182bae94584969cd54c8dbd7821
42298,754d502de78c6d0bb04c7207582994ef2df65a78886ff9371f5b974582e480ea
14614,8ce05ce8fd1a407a4b139b5d395888d6d650ba4df55993e4039fd6c11ff86f3c
17110,76788c64f1a1f54b81d4772e3f45efa705b1c3cc86fcadf2bfd6b9c6cb59d1dd
31628,5bc3ad9b49e1acc62830017dba6562d2d9cf845751f21e5557b4caa6113e52a7
28987,a1184312f00054088d529f75edd3fa6b4d00946b372926f6147e74a6f2fa583a
16952,7fd73e03412062fc3a6a0b880fa1f22cd9d93795b4bd46e5bc0da7697a0e681d
23067,42b1ab5b931f02a1e533e29057d19b5130cba093bda8e4708e1bc96cf9f49a49
18726,cbbc9cba419abb49de9fd734bac5f84e3db8c2b290542ae99adfeab9f9420a19
15504,baf0cf70eb620f29eb814144ecea31539a0bf7defb8e48a9b92629840ef824bc
21991,1075f55e8ff53ef7cc4ab0903b61099148785b2a23dc78c180d09f71b9c4c28e
35244,aa62494ed94ee3772e361be86b022d054882744ee85aa1b4566e223337e5ad7e
20249,38ba3f0df2194d16268632172bf8ce56a924599927d1f1566961e14e7f1c5eec
12449,d7ca53bcdd0a4141c93ac44f52f098bfdcdcc77f396c8b0c0c0a32f0f29ef9c7
34256,646b8af35bc0e1914ecb63e4213478e11760ebea40c2f7570ff2a538c0b4cac5
31977,2c3402b346419016fd3462005c6eba201990f0b37a12dfb95fffdcb0af29c296
25437,8dda811ce963e7b310ba61712cfa3e76a70b47acbf31bd93ca2017cbdacda602
32357,8020a9c663c6208bf74ec57690d4509344f6be5031fe80cb300c6bd26c554920
22420,4e4df37db9fc7686c8ca08ee2866ec96ec8e6b9ee6ad56baa72917ae46941fe6
22876,fc2d133e87566a51d092f5c7e7f1d12c3873c25accc3e23ac13041869c659bb1
23479,7d1ca436b6a7fe00686e6f14eb1fff82b7f5666e830f2798f2d53bbb599477f6
37051,15152198b87a8331236b8520a33fef62a51006c2201289ba958535a1cd373156
21643,7b30688b140dfdbd2e9eca1a77c8c373b2078497f0c396f89a7952196f05aa4d
25309,ac1a7dab07dd37facc95d649c75faa08ea2551ee418c602142b349f7265796f0
15430,af7e4a93d29d471cd1957337f01f592534cc365efb9c2c8a6c32c2460eed5d77
14391,7f7d0cfb86ebd7c9ec258ce258f1ffb92066ead3165708abd6ebce959348021b
37851,e4c574c9f0589879869a142b6fa010fa2dd282e65250f32a633c759fb755dabb
18593,a48ad8e4f3cdac0e8225c933d54144fc4da4ea4d69a03fe7fa7c46fd30d70b92
10851,30606672acca246851754141cd63ee44f0b56411e548c7f899687ab89466116b
39034,e8854fb8c8286d86025e308e53cf57a24751ef3ee5663093f498adf7729d3680
26569,2031defc34574ff4e91c4b4925e24135fea5adda6d7f6b36081dea34cfacb874
25858,6f0701d7f1db612e6992edba0dbf4784e1148d7ab6ada674a8ec6a341d794bf9
38205,8cdbed3c3ce617e4e65abf89032be999359a1dc4f146d423e46cbe37873af7d0
14911,ff5c83a1573720ac653f41911ab4798b221b15074ecabbdd1146b07f79d9619e
14381,d8320221f5808b1739eda783cec60670dc698b201b953c48dba8dd3eb51996fe
